Unnamed: 0,formation_energy,elem_frac,elem_list,energy,formula,magnetic_moment,spin_index,num_p,num_d,num_f,atomic_rad,atomic_vol,covalent_rad,dipole,eaffinity,num_electrons,Unnamed: 17,elem_in_site_order,elem_by_formula_order,A1,A2,B1,B2,X
123,-1.855081575,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Pd: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Pd]",-44.96365829,Cr1Si1Sn1Te6Pd1,2.511,0,4,10,0,"[130.0, 132.0, 162.0, 160.0, 137.0]","[7.23, 12.1, 16.3, 20.5, 8.9]","[122.0, 115.99999999999999, 140.0, 136.0, 120.0]","[78.4, 37.31, 42.4, 37.0, 32.0]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 0.562]","[24, 14, 50, 52, 46]",,"['Cr', 'Pd', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Sn', 'Te', 'Pd']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 137.0, 'atomic_vol': 8.9, 'covalent_rad': 120.0, 'dipole': 32.0, 'eaffinity': 0.562, 'num_electrons': 46}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
124,-2.333320285,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Pt: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Pt]",-46.31610776,Cr1Si1Sn1Te6Pt1,2.6441,1,4,10,0,"[130.0, 132.0, 162.0, 160.0, 139.0]","[7.23, 12.1, 16.3, 20.5, 9.1]","[122.0, 115.99999999999999, 140.0, 136.0, 123.0]","[78.4, 37.31, 42.4, 37.0, 44.0]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 2.128]","[24, 14, 50, 52, 78]",,"['Cr', 'Pt', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Sn', 'Te', 'Pt']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 139.0, 'atomic_vol': 9.1, 'covalent_rad': 123.0, 'dipole': 44.0, 'eaffinity': 2.128, 'num_electrons': 78}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
125,-2.258502025,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Rh: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Rh]",-47.54146521,Cr1Si1Sn1Te6Rh1,3.0121,0,4,9,0,"[130.0, 132.0, 162.0, 160.0, 134.0]","[7.23, 12.1, 16.3, 20.5, 8.3]","[122.0, 115.99999999999999, 140.0, 136.0, 125.0]","[78.4, 37.31, 42.4, 37.0, 58.0]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 1.137]","[24, 14, 50, 52, 45]",,"['Cr', 'Rh', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Sn', 'Te', 'Rh']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 134.0, 'atomic_vol': 8.3, 'covalent_rad': 125.0, 'dipole': 58.0, 'eaffinity': 1.137, 'num_electrons': 45}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
126,-0.795685423,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element W: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element W]",-51.70544741,Cr1Si1Sn1Te6W1,4.3034,0,4,6,0,"[130.0, 132.0, 162.0, 160.0, 141.0]","[7.23, 12.1, 16.3, 20.5, 9.53]","[122.0, 115.99999999999999, 140.0, 136.0, 137.0]","[78.4, 37.31, 42.4, 37.0, 75.0]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 0.81626]","[24, 14, 50, 52, 74]",,"['Cr', 'W', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Sn', 'Te', 'W']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 141.0, 'atomic_vol': 9.53, 'covalent_rad': 137.0, 'dipole': 75.0, 'eaffinity': 0.81626, 'num_electrons': 74}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
127,-1.090900942,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element P: 0.1}]","[Element Cr, Element Si, Element Te, Element Mo, Element P]",-51.35125642,Cr1Si1Te6Mo1P1,5.0101,0,4,6,0,"[130.0, 132.0, 160.0, 139.0, 128.0]","[7.23, 12.1, 20.5, 9.4, 17.0]","[122.0, 115.99999999999999, 136.0, 138.0, 111.00000000000001]","[78.4, 37.31, 37.0, 72.5, 24.93]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.748, 0.746607]","[24, 14, 52, 42, 15]",,"['Cr', 'Mo', 'Si', 'P', 'Te']","['Cr', 'Si', 'Te', 'Mo', 'P']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 139.0, 'atomic_vol': 9.4, 'covalent_rad': 138.0, 'dipole': 72.5, 'eaffinity': 0.748, 'num_electrons': 42}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
128,-1.155624652,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Au: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Au]",-43.75579461,Cr1Si1Te6P1Au1,2.5683,1,4,11,0,"[130.0, 132.0, 160.0, 128.0, 146.0]","[7.23, 12.1, 20.5, 17.0, 10.2]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 124.0]","[78.4, 37.31, 37.0, 24.93, 36.1]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 2.30863]","[24, 14, 52, 15, 79]",,"['Cr', 'Au', 'Si', 'P', 'Te']","['Cr', 'Si', 'Te', 'P', 'Au']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 146.0, 'atomic_vol': 10.2, 'covalent_rad': 124.0, 'dipole': 36.1, 'eaffinity': 2.30863, 'num_electrons': 79}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
129,-2.150192612,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Ir: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Ir]",-50.34037498,Cr1Si1Te6P1Ir1,2.5355,0,4,9,0,"[130.0, 132.0, 160.0, 128.0, 136.0]","[7.23, 12.1, 20.5, 17.0, 8.54]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 122.0]","[78.4, 37.31, 37.0, 24.93, 51.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 1.5638]","[24, 14, 52, 15, 77]",,"['Cr', 'Ir', 'Si', 'P', 'Te']","['Cr', 'Si', 'Te', 'P', 'Ir']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 136.0, 'atomic_vol': 8.54, 'covalent_rad': 122.0, 'dipole': 51.0, 'eaffinity': 1.5638, 'num_electrons': 77}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
130,-1.207257577,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Os: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Os]",-51.75339579,Cr1Si1Te6P1Os1,3.0119,0,4,8,0,"[130.0, 132.0, 160.0, 128.0, 135.0]","[7.23, 12.1, 20.5, 17.0, 8.43]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 129.0]","[78.4, 37.31, 37.0, 24.93, 57.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 1.1]","[24, 14, 52, 15, 76]",,"['Cr', 'Os', 'Si', 'P', 'Te']","['Cr', 'Si', 'Te', 'P', 'Os']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 135.0, 'atomic_vol': 8.43, 'covalent_rad': 129.0, 'dipole': 57.0, 'eaffinity': 1.1, 'num_electrons': 76}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
131,-1.886755182,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Pd: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Pd]",-46.3957288,Cr1Si1Te6P1Pd1,2.788,0,4,10,0,"[130.0, 132.0, 160.0, 128.0, 137.0]","[7.23, 12.1, 20.5, 17.0, 8.9]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 120.0]","[78.4, 37.31, 37.0, 24.93, 32.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 0.562]","[24, 14, 52, 15, 46]",,"['Cr', 'Pd', 'Si', 'P', 'Te']","['Cr', 'Si', 'Te', 'P', 'Pd']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 137.0, 'atomic_vol': 8.9, 'covalent_rad': 120.0, 'dipole': 32.0, 'eaffinity': 0.562, 'num_electrons': 46}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
132,-2.330565842,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Pt: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Pt]",-47.71375022,Cr1Si1Te6P1Pt1,3.0023,0,4,10,0,"[130.0, 132.0, 160.0, 128.0, 139.0]","[7.23, 12.1, 20.5, 17.0, 9.1]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 123.0]","[78.4, 37.31, 37.0, 24.93, 44.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 2.128]","[24, 14, 52, 15, 78]",,"['Cr', 'Pt', 'Si', 'P', 'Te']","['Cr', 'Si', 'Te', 'P', 'Pt']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 139.0, 'atomic_vol': 9.1, 'covalent_rad': 123.0, 'dipole': 44.0, 'eaffinity': 2.128, 'num_electrons': 78}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
133,-2.295728562,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Rh: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Rh]",-48.97908865,Cr1Si1Te6P1Rh1,2.5796,1,4,9,0,"[130.0, 132.0, 160.0, 128.0, 134.0]","[7.23, 12.1, 20.5, 17.0, 8.3]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 125.0]","[78.4, 37.31, 37.0, 24.93, 58.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 1.137]","[24, 14, 52, 15, 45]",,"['Cr', 'Rh', 'Si', 'P', 'Te']","['Cr', 'Si', 'Te', 'P', 'Rh']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 134.0, 'atomic_vol': 8.3, 'covalent_rad': 125.0, 'dipole': 58.0, 'eaffinity': 1.137, 'num_electrons': 45}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
134,-0.95575543,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element W: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element W]",-53.26591432,Cr1Si1Te6P1W1,4.9422,0,4,6,0,"[130.0, 132.0, 160.0, 128.0, 141.0]","[7.23, 12.1, 20.5, 17.0, 9.53]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 137.0]","[78.4, 37.31, 37.0, 24.93, 75.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 0.81626]","[24, 14, 52, 15, 74]",,"['Cr', 'W', 'Si', 'P', 'Te']","['Cr', 'Si', 'Te', 'P', 'W']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 141.0, 'atomic_vol': 9.53, 'covalent_rad': 137.0, 'dipole': 75.0, 'eaffinity': 0.81626, 'num_electrons': 74}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
135,-1.07164368,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Ag: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Si, Element Ag, Element Te]",-43.24530644,Cr1Si2Ag1Te6,2.531,0,4,11,0,"[130.0, 132.0, 144.0, 160.0]","[7.23, 12.1, 10.3, 20.5]","[122.0, 115.99999999999999, 128.0, 136.0]","[78.4, 37.31, 52.5, 37.0]","[0.6659999999999999, 1.3895211, 1.3019999999999998, 1.9708759999999999]","[24, 14, 47, 52]",,"['Cr', 'Ag', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Ag', 'Te']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 144.0, 'atomic_vol': 10.3, 'covalent_rad': 128.0, 'dipole': 52.5, 'eaffinity': 1.3019999999999998, 'num_electrons': 47}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
136,-1.38577418,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Au: 0.1}]","[Element Cr, Element Si, Element Te, Element Au]",-44.00151628,Cr1Si2Te6Au1,2.6198,1,4,11,0,"[130.0, 132.0, 160.0, 146.0]","[7.23, 12.1, 20.5, 10.2]","[122.0, 115.99999999999999, 136.0, 124.0]","[78.4, 37.31, 37.0, 36.1]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 2.30863]","[24, 14, 52, 79]",,"['Cr', 'Au', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Te', 'Au']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 146.0, 'atomic_vol': 10.2, 'covalent_rad': 124.0, 'dipole': 36.1, 'eaffinity': 2.30863, 'num_electrons': 79}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
137,-2.51908997,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Ir: 0.1}]","[Element Cr, Element Si, Element Te, Element Ir]",-50.72484448,Cr1Si2Te6Ir1,3.0095,1,4,9,0,"[130.0, 132.0, 160.0, 136.0]","[7.23, 12.1, 20.5, 8.54]","[122.0, 115.99999999999999, 136.0, 122.0]","[78.4, 37.31, 37.0, 51.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 1.5638]","[24, 14, 52, 77]",,"['Cr', 'Ir', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Te', 'Ir']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 136.0, 'atomic_vol': 8.54, 'covalent_rad': 122.0, 'dipole': 51.0, 'eaffinity': 1.5638, 'num_electrons': 77}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
138,-1.31737995,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Mo: 0.1}]","[Element Cr, Element Si, Element Te, Element Mo]",-51.59330757,Cr1Si2Te6Mo1,6.0013,0,4,6,0,"[130.0, 132.0, 160.0, 139.0]","[7.23, 12.1, 20.5, 9.4]","[122.0, 115.99999999999999, 136.0, 138.0]","[78.4, 37.31, 37.0, 72.5]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.748]","[24, 14, 52, 42]",,"['Cr', 'Mo', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Te', 'Mo']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 139.0, 'atomic_vol': 9.4, 'covalent_rad': 138.0, 'dipole': 72.5, 'eaffinity': 0.748, 'num_electrons': 42}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
139,-1.104590835,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Os: 0.1}]","[Element Cr, Element Si, Element Te, Element Os]",-51.66630119,Cr1Si2Te6Os1,3.2162,0,4,8,0,"[130.0, 132.0, 160.0, 135.0]","[7.23, 12.1, 20.5, 8.43]","[122.0, 115.99999999999999, 136.0, 129.0]","[78.4, 37.31, 37.0, 57.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 1.1]","[24, 14, 52, 76]",,"['Cr', 'Os', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Te', 'Os']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 135.0, 'atomic_vol': 8.43, 'covalent_rad': 129.0, 'dipole': 57.0, 'eaffinity': 1.1, 'num_electrons': 76}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
140,-2.09158225,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Pd: 0.1}]","[Element Cr, Element Si, Element Te, Element Pd]",-46.61612801,Cr1Si2Te6Pd1,2.3065,1,4,10,0,"[130.0, 132.0, 160.0, 137.0]","[7.23, 12.1, 20.5, 8.9]","[122.0, 115.99999999999999, 136.0, 120.0]","[78.4, 37.31, 37.0, 32.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.562]","[24, 14, 52, 46]",,"['Cr', 'Pd', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Te', 'Pd']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 137.0, 'atomic_vol': 8.9, 'covalent_rad': 120.0, 'dipole': 32.0, 'eaffinity': 0.562, 'num_electrons': 46}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
