elements,formula,id,class,dipole,atomic_e_neg,atomic_masses,atomic_num_e,atomic_rad,atomic_vdw_rad,atomic_vol,atomic_ionization,atomic_e_affinity,atomic_dipole_polarizability,atomic_cov_rad,atomoic_nvalence,atomic_hardness,weights,evac,evacdiff,dipz,efermi,gap,vbm,cbm,gap_dir,gap_dir_nosoc,gap_nosoc,workfunction,vbm_hse,cbm_hse,gap_dir_hse,gap_hse,ehull,hform,cell_area,spgnum,lgnum,emass_vb_dir1,emass_vb_dir2,emass_cb_dir1,emass_cb_dir2,alphax_lat,alphay_lat,alphaz_lat,alphax,alphay,alphaz,minhessianeig,alphax_el,alphay_el,alphaz_el,speed_of_sound_x,speed_of_sound_y,c_11,c_12,c_13,c_21,c_22,c_23,c_31,c_32,c_33,energy,free_energy,vbm_gw,cbm_gw,gap_dir_gw,gap_gw,mass,num_electron,avg_e_neg_pauling,num_atoms,num_e_avg,num_e_max_dif,num_e_std,vdw_rad_avg,vdw_rad_max_dif,vdw_rad_std,atomic_rad_avg,atomic_rad_max_dif,atomic_rad_std,atomic_vol_avg,atomic_vol_max_dif,atomic_vol_std,e_affinity_avg,e_affinity_max_dif,e_affinity_std,e_neg_avg,e_neg_max_dif,e_neg_std,dipole_polarizability_avg,dipole_polarizability_max_dif,dipole_polarizability_std,cov_rad_avg,cov_rad_max_dif,cov_rad_std,nvalence_avg,nvalence_max_dif,nvalence_std,hardness_avg,hardness_max_dif,hardness_std,ionization_avg,ionization_max_dif,ionization_std,dipole_avg,ionization_total,lattice,positions,numbers,sine coulomb matrix eig 0,sine coulomb matrix eig 1,sine coulomb matrix eig 2,sine coulomb matrix eig 3,sine coulomb matrix eig 4,sine coulomb matrix eig 5,sine coulomb matrix eig 6,sine coulomb matrix eig 7,composition,pc1_soap,pc2_soap,SHG 0.4-0.9eV_x,SHG 0.4-0.9eV_y,SHG 0.9 -1.6eV_x,SHG 0.9 -1.6eV_y,SHG 1.6-2.1eV_x,SHG 1.6-2.1eV_y,Direction
"['I', 'S', 'Sb']",ISSb,5229,MXY Janus,"[-1.46886534, 0.8480498, -0.03164312]","[2.66, 2.58, 2.05]","[126.90447, 32.06, 121.76]","[53, 16, 51]","[140.0, 100.0, 145.0]","[198.0, 180.0, 206.0]","[25.7, 15.5, 18.4]","[10.45126, 10.36001, 8.608389]","[3.0590368, 2.07710403, 1.046]","[32.9, 19.4, 43.0]","[139.0, 105.0, 139.0]","[7, 6, 5]","[3.6961116, 4.141452985000001, 3.7811945000000002]","[1, 1, 1]",3.308210772,-0.396537634,-0.031643117,-1.891046916,1.219102972,-2.500598402,-1.28149543,1.485018996,1.847024061,1.564679199,5.199257688,-2.854225088,-1.071775947,2.051914406,1.782449141,0.058291663,-0.278466987,14.43964473,156,69,-1.291336945,-0.406848435,-7.433828863,0.376035258,44.95639288,45.03590717,1.127762059,50.41697654,50.49649083,1.54810212,-3.14E-14,5.460583656,5.460583656,0.420340061,3250.553903,3233.369768,34.11046167,13.81605749,0.28681753,14.49677031,33.75076335,0.238026712,0,0,19.943484,-10.79804264,-10.79804264,-3.358430362,-1.098300424,2.457394102,2.260129938,280.72947,120,2.43,3,40,37,16.99019325,194.6666667,26,10.87300429,128.3333333,45,20.13840996,19.86666667,10.2,4.291334939,2.43,2.0130368,0.821900551,2.06071361,0.61,0.270678161,31.76666667,23.6,9.667930952,127.6666667,34,16.02775371,6,2,0.816496581,3.872919695,0.445341385,0.193032589,9.806553,1.842871,0.848048493,-0.21748622,29.419659,"[[4.083315508335077, -1.3029031426840126e-18, 0.0], [-2.0416577541675385, 3.5362549618851453, 0.0], [1.0463328537240587e-17, 0.0, 19.5]]","[[6.427466081384396e-18, -9.732799219591617e-17, 10.026899368364683], [2.041657754167538, 1.178751653961715, 11.333225270868807], [-6.743754198805928e-17, 2.35750330792343, 7.8823495841970415]]","[51, 16, 53]",6154.898201,6987.852133,387.7664849,0,0,0,0,0,I1 S1 Sb1,-14.24757664,-12.87370475,0.895,2.23,1.014,10.409,1.979,53.234,yyy=-xxy=-yxx=-xyx
"['Mg', 'Br']",MgBr2,9305,,"[2.83617578, -1.63746685, -4.90954055e-11]","[1.31, 2.96]","[24.305, 79.904]","[12, 35]","[150.0, 115.0]","[173.0, 185.0]","[14.0, 23.5]","[7.646235, 11.81381]","[0, 3.3635882000000006]","[71.2, 21.0]","[141.0, 120.0]","[2, 7]","[0, 4.2251109]","[1, 2]",3.038856252,-7.20E-10,-4.91E-11,-2.125277049,3.569729291,-3.910141695,-0.340412404,3.569729291,3.76313329,3.76313329,5.164133301,-4.683389794,-0.021027581,4.662362213,4.662362213,0.169123064,-1.363211533,12.33070606,187,78,-0.606177998,-0.605817231,0.316031886,0.31605041,2.948081385,2.951194379,0.083574894,4.180780675,4.18389367,0.440345581,-0.191400784,1.232699291,1.232699291,0.356770687,4243.912222,4245.944173,44.65585258,13.21043649,0.000675138,13.12319839,44.69862455,0.000641088,0,0,31.71295258,-8.876167347,-8.876167347,-6.030231672,0.471312416,6.501544088,6.501544088,184.113,82,2.41,3,27.33333333,23,10.84230398,181,12,5.656854249,126.6666667,35,16.49915823,20.33333333,9.5,4.478342948,2.41,3.3635882,1.585610684,2.242392133,1.65,0.777817459,37.73333333,50.2,23.66450694,127,21,9.899494937,5.333333333,5,2.357022604,2.8167406,4.2251109,1.991736379,10.42461833,4.167575,1.964613696,0.399569643,31.273855,"[[3.773363608484207, 0.0, 0.0], [-1.8866818042421034, 3.2678287426630415, 0.0], [0.0, 0.0, 18.346290062920136]]","[[0.0, 0.0, 9.173145031460068], [1.8866818042421034, 1.0892762475543472, 10.846290062920136], [1.8866818042421034, 1.0892762475543472, 7.5]]","[12, 35, 35]",194.309379,2584.68742,2494.367122,0,0,0,0,0,Mg1 Br2,-16.02819543,37.33284371,,,,,,,
"['Mg', 'Cl']",MgCl2,11403,,"[2.08676595, -1.20479488, 4.3232491e-09]","[1.31, 3.16]","[24.305, 35.45]","[12, 17]","[150.0, 100.0]","[173.0, 175.0]","[14.0, 18.7]","[7.646235, 12.96763]","[0, 3.612725]","[71.2, 14.6]","[141.0, 102.0]","[2, 7]","[0, 4.677452499999999]","[1, 2]",3.085567959,7.14E-08,4.32E-09,-2.570813942,4.761514146,-4.951571015,-0.190056869,4.761514146,4.807556319,4.807556319,5.6563819,-5.894812209,0.167731218,6.062543427,6.062543427,0.19015048,-1.696978724,10.9595637,187,78,-0.83569352,-0.835377217,0.408772773,0.408786641,2.402805788,2.402967842,0.090061838,3.310565584,3.310727638,0.397959592,-0.0760578,0.907759796,0.907759796,0.307897754,5951.703567,5942.425414,51.09732531,14.88354308,0.028204166,14.93329668,50.93813753,0.028138813,0,0,36.50493405,-10.27850677,-10.27850677,-7.399113143,0.810830704,8.209943848,8.209943848,95.211,46,2.543333333,3,15.33333333,5,2.357022604,174.3333333,2,0.942809042,116.6666667,50,23.57022604,17.13333333,4.7,2.215601248,2.543333333,3.612725,1.703054897,2.408483333,1.85,0.872098363,33.46666667,56.6,26.68149588,115,39,18.38477631,5.333333333,5,2.357022604,3.118301667,4.6774525,2.204972254,11.19383167,5.321395,2.50852966,0.293990358,33.581495,"[[3.5573886632401543, -3.6081012669051447e-22, 0.0], [-1.7786943316200772, 3.080788953500739, 0.0], [0.0, 0.0, 18.08004352063059]]","[[-1.8322762241433346e-18, 2.353209738187238e-18, 9.040021765853862], [1.778694331620077, 1.0269296511669128, 10.58004352063059], [1.778694331620077, 1.0269296511669128, 7.499999999999999]]","[12, 17, 17]",194.3512899,585.6013677,312.1743599,0,0,0,0,0,Mg1 Cl2,38.7914111,-6.877275385,,,,,,,
"['Mg', 'I']",MgI2,13501,,"[4.13591233, -2.3878701, -1.82680106e-12]","[1.31, 2.66]","[24.305, 126.90447]","[12, 53]","[150.0, 140.0]","[173.0, 198.0]","[14.0, 25.7]","[7.646235, 10.45126]","[0, 3.0590368]","[71.2, 32.9]","[141.0, 139.0]","[2, 7]","[0, 3.6961116]","[1, 2]",3.350477636,-2.27E-11,-1.83E-12,-1.084492914,2.565920488,-2.367453158,0.19846733,2.630944597,3.044202805,2.98700321,4.43497055,-2.923930405,0.524008471,3.510113894,3.447938876,0.160153471,-0.921485852,14.57968536,187,78,-0.42449071,-0.424108742,0.514385146,0.616895249,3.928332171,3.90281326,0.086347293,5.694676771,5.66915786,0.509047779,-0.389968919,1.7663446,1.7663446,0.422700486,3478.264195,3476.561781,38.32205843,11.0977289,-0.002475598,11.09063543,38.28455465,-0.002462136,0,0,27.26877113,-7.338690528,-7.338690528,-3.957667726,0.96340961,4.921077336,4.921077336,278.11394,118,2.21,3,39.33333333,41,19.32758535,189.6666667,25,11.78511302,143.3333333,10,4.714045208,21.8,11.7,5.515432893,2.21,3.0590368,1.442043777,2.039357867,1.35,0.636396103,45.66666667,38.3,18.05479315,139.6666667,2,0.942809042,5.333333333,5,2.357022604,2.4640744,3.6961116,1.742363718,9.516251667,2.805025,1.322301466,0.582680743,28.548755,"[[4.103068429638489, 0.0, 0.0], [-2.0515342148192444, 3.553361493532855, 0.0], [0.0, 0.0, 18.697245841351567]]","[[0.0, 0.0, 9.348622920675783], [2.0515342148192444, 1.1844538311776183, 11.197245841351567], [2.0515342148192444, 1.1844538311776183, 7.5]]","[12, 53, 53]",192.5504318,6996.306669,6754.395434,0,0,0,0,0,Mg1 I2,-13.81587675,-12.79764613,,,,,,,
"['Mo', 'Cl']",Mo2Cl6,5179,,"[-0.000861997769, 0.000497674644, -9.03900123e-10]","[2.16, 3.16]","[95.95, 35.45]","[42, 17]","[145.0, 100.0]","[217.0, 175.0]","[9.4, 18.7]","[7.09243, 12.96763]","[0.748, 3.612725]","[87.0, 14.6]","[154.0, 102.0]","[6, 7]","[3.172215, 4.677452499999999]","[2, 6]",3.6950842,-6.05E-09,-9.04E-10,-1.11641253,0.507473286,-1.370149173,-0.862675887,0.507473286,0.561109418,0.561109418,4.81149673,-1.575345515,-0.760330704,0.815014811,0.815014811,0.138903054,-0.779538846,27.05724794,189,79,-0.457573385,-0.456465928,0.413378064,0.413499415,0.629053739,0.629595518,0.016270649,7.466644568,7.467186347,0.361756211,-4.64E-15,6.837590829,6.837590829,0.345485562,5228.853181,5211.471378,67.88975523,12.39210215,-0.005767145,12.81103582,67.43914591,-0.004149162,6.63E-05,-2.87E-05,54.90284442,-39.35125248,-39.35133587,,,,,404.598,186,2.91,8,23.25,25,10.82531755,185.5,42,18.18653348,111.25,45,19.48557159,16.375,9.3,4.027018128,2.91,2.864725,1.240462312,2.89654375,1,0.433012702,32.7,72.4,31.35011962,115,52,22.5166605,6.75,1,0.433012702,4.301143125,1.5052375,0.651786957,11.49883,5.8752,2.544036226,-0.000121441,91.99064,"[[5.589545488082679, 1.782079126745571e-18, 0.0], [-2.79477274404134, 4.84068838828829, 0.0], [0.0, 0.0, 18.104002011507106]]","[[2.7947727440413415, 1.6135627960960963, 9.05204149869575], [-9.956600118832385e-16, 3.2271255921921926, 9.051960513046684], [1.8621977837418573, -1.453800254387976e-05, 7.498886575811918], [1.8636612618908879, 3.227985069698026, 7.498886575811918], [-0.9310863015914047, 1.6127178565927978, 7.498886575811918], [1.8621977838032608, 5.614632822298957e-06, 10.605115435722102], [1.8636787145543623, 3.227974993327171, 10.605115435722102], [-0.9311037543162881, 1.6127077803282948, 10.605115435722102]]","[42, 42, 17, 17, 17, 17, 17, 17]",4153.413532,3714.919877,694.5204804,471.8772556,414.6324805,385.4766078,368.7211971,356.0082877,Mo2 Cl6,367.1440122,16.15960021,0.721,17.656,0.984,8.542,1.995,5.781,xxx=-xyy=-yxy=-yyx
"['Mo', 'O']",MoO2,14553,,"[0.844260698, -0.487434142, -1.67931859e-14]","[2.16, 3.44]","[95.95, 15.999]","[42, 8]","[145.0, 60.0]","[217.0, 152.0]","[9.4, 14.0]","[7.09243, 13.618054]","[0.748, 1.4611135]","[87.0, 5.3]","[154.0, 66.0]","[6, 6]","[3.172215, 6.0784702500000005]","[1, 2]",4.128267392,-4.41E-13,-1.68E-14,-2.084950397,0.91239669,-2.541148742,-1.628752052,1.690522768,1.745980017,0.916240018,6.213217789,-2.85615466,-1.204715317,2.428248363,1.651439342,0.028062012,-1.979256808,6.889417769,187,78,-0.796817113,-0.7966975,0.418860781,0.418891799,0.789479354,0.797416192,0.007538073,4.801747267,4.809684105,0.254596659,-1.21E-14,4.012267913,4.012267913,0.247058586,8712.493709,8710.789016,234.0911668,84.54088626,-0.011706621,84.49421525,233.9995709,-0.013313271,0,0,149.574278,-27.38848512,-27.38848582,-2.785069433,-0.468310731,2.833990836,2.316758702,127.9388,58,3.013333333,3,19.33333333,34,16.02775371,173.6666667,65,30.64129385,88.33333333,85,40.06938427,12.46666667,4.6,2.168460796,3.013333333,0.7131135,0.336164928,1.223409,1.28,0.603397787,32.53333333,81.7,38.51374935,95.33333333,88,41.48359783,6,0,0,5.1097185,2.90625525,1.370021863,11.442846,6.525624,3.076208655,0.118942185,34.328538,"[[2.8204989641994285, 0.0, 0.0], [-1.4102494820997142, 2.442623754344401, 0.0], [0.0, -0.0, 17.450000716738643]]","[[0.0, 0.0, 8.725000358369321], [1.4102494820997142, 0.8142079181148003, 9.950000716738643], [1.4102494820997142, 0.8142079181148003, 7.499999999999999]]","[42, 8, 8]",3933.677367,75.23050595,71.52721736,0,0,0,0,0,Mo1 O2,-13.47353677,-13.47678522,0.893,4.13,0.905,4.11,1.604,3.262,yyy=-xxy=-yxx=-xyx
"['Mo', 'S']",MoS2,6162,TMDC-H,"[3.41432937, -1.97126398, 1.10339071e-11]","[2.16, 2.58]","[95.95, 32.06]","[42, 16]","[145.0, 100.0]","[217.0, 180.0]","[9.4, 15.5]","[7.09243, 10.36001]","[0.748, 2.07710403]","[87.0, 19.4]","[154.0, 105.0]","[6, 6]","[3.172215, 4.141452985000001]","[1, 2]",4.5307357,2.27E-10,1.10E-11,-0.566719893,1.58038944,-1.356914612,0.223474827,1.58038944,1.661386412,1.647927914,5.097455592,-1.454089439,0.633349912,2.087439351,2.087439351,0,-0.920927545,8.780007382,187,78,-0.529953626,-0.529945574,0.427222769,0.427226945,0.094720581,0.094882338,0.000517731,6.286813748,6.286975505,0.374420047,-8.49E-15,6.192093167,6.192093167,0.373902316,6586.718147,6585.193327,131.3416035,32.84454624,-0.000275976,32.87921812,131.2807996,-0.000269364,0,0,98.73754606,-22.12110487,-22.12110487,-1.430194313,1.102712642,2.532906954,2.532906954,160.07,74,2.44,3,24.66666667,26,12.25651754,192.3333333,37,17.44196727,115,45,21.21320344,13.46666667,6.1,2.875567577,2.44,1.32910403,0.626545648,1.634069353,0.42,0.197989899,41.93333333,67.6,31.86694561,121.3333333,49,23.09882152,6,0,0,3.818373657,0.969237985,0.456903168,9.270816667,3.26758,1.540351984,0.481021797,27.81245,"[[3.1840664646845926, 0.0, 0.0], [-1.5920332323422963, 2.757482445754964, 0.0], [0.0, 0.0, 18.12711264635152]]","[[0.0, 0.0, 9.06355632317576], [1.5920332323422963, 0.9191608152516546, 10.62711264635152], [1.5920332323422963, 0.9191608152516546, 7.5]]","[42, 16, 16]",3933.634107,437.2264561,338.5880205,0,0,0,0,0,Mo1 S2,-13.40887904,-12.98318572,0.852,2.716,1.303,5.183,1.75,4.27,yyy = -xxy = -yxx = -xyx
"['Mo', 'Se']",MoSe2,13505,TMDC-H,"[4.17329804, -2.40945475, -5.95858769e-14]","[2.16, 2.55]","[95.95, 78.971]","[42, 34]","[145.0, 115.0]","[217.0, 190.0]","[9.4, 16.5]","[7.09243, 9.752392]","[0.748, 2.02067]","[87.0, 28.9]","[154.0, 120.0]","[6, 6]","[3.172215, 3.865861]","[1, 2]",4.584330644,-1.13E-12,-5.96E-14,0.012206091,1.321438186,-0.648513002,0.672925184,1.321438186,1.432744747,1.432744747,4.572124553,-0.724814805,1.079347493,1.804162298,1.804162298,0,-0.707753491,9.544233893,187,78,-0.584011603,-0.584003008,0.491830964,0.491833634,0.296774621,0.295546097,0.002791401,7.576336786,7.575108263,0.414413196,-1.81E-14,7.279562166,7.279562166,0.411621795,4965.927892,4964.004863,108.9325955,24.83453371,-0.006210778,24.82645837,108.8482447,-0.005705284,0,0,83.88439711,-20.29105572,-20.29105574,-0.685071345,1.433994029,2.119065373,2.119065373,253.86,110,2.42,3,36.66666667,8,3.771236166,199,27,12.72792206,125,30,14.14213562,14.13333333,7.1,3.346972098,2.42,1.27267,0.599942391,1.596446667,0.39,0.183847763,48.26666667,58.1,27.38860266,131.3333333,34,16.02775371,6,0,0,3.634645667,0.693646,0.32698786,8.865738,2.659962,1.253918112,0.587947763,26.597214,"[[3.3197487878576672, 0.0, 0.0], [-1.6598743939288336, 2.8749867844673367, 0.0], [0.0, -0.0, 18.33805895352641]]","[[0.0, 0.0, 9.169029476763207], [1.6598743939288336, 0.9583289281557789, 10.838058953526412], [1.6598743939288336, 0.9583289281557789, 7.500000000000002]]","[42, 34, 34]",3937.296843,2408.589888,2325.016911,0,0,0,0,0,Mo1 Se2,-13.27184431,-12.67325227,0.741,5.108,1.246,9.003,1.931,7.16,yyy=-xxy=-yxx=-xyx
"['Mo', 'Se', 'Te']",MoSeTe,10476,MXY Janus,"[4.98722527, -2.87937585, -0.04034982]","[2.16, 2.55, 2.1]","[95.95, 78.971, 127.6]","[42, 34, 52]","[145.0, 115.0, 140.0]","[217.0, 190.0, 206.0]","[9.4, 16.5, 20.5]","[7.09243, 9.752392, 9.00966]","[0.748, 2.02067, 1.9708759999999999]","[87.0, 28.9, 38.0]","[154.0, 120.0, 138.0]","[6, 6, 6]","[3.172215, 3.865861, 3.5193920000000003]","[1, 1, 1]",4.749492261,-0.715282739,-0.040349825,0.283374741,1.135952912,-0.284601715,0.851351197,1.135952912,1.266055953,1.266055953,4.46611752,-0.341301792,1.252712293,1.594014085,1.594014085,0.024962231,-0.479176194,10.20764522,156,69,-0.710184647,-0.710144497,0.563673058,0.563703551,0.923437801,0.925090919,1.872377153,9.465781701,9.467434819,2.312402133,-1.44E-15,8.5423439,8.5423439,0.440024979,4394.704042,4393.203792,95.04697883,21.04524741,0.005496383,21.02845735,94.98209625,0.005378781,3.21E-14,3.21E-15,73.947451,-19.32732993,-19.32733005,-0.273872314,1.569874565,1.882295941,1.843746879,302.5,128,2.27,3,42.66666667,18,7.363574011,204.3333333,27,11.0855261,133.3333333,30,13.12334646,15.46666667,11.1,4.590085935,2.27,1.27267,0.588557,1.579848667,0.45,0.199499373,51.3,58.1,25.51561613,137.3333333,34,13.88844444,6,0,0,3.519156,0.693646,0.283179843,8.618160667,2.659962,1.120655539,0.689166533,25.854482,"[[3.4331870660881054, 7.746620826216807e-19, 0.0], [-1.7165935330440532, 2.9732272151764643, 0.0], [-2.2974899084615318e-17, 0.0, 18.232485982860293]]","[[-8.646690437496761e-18, 1.904034081143578e-17, 9.227205258525032], [1.7165935330440523, 0.9910757383921547, 10.842671234800058], [1.7165935330440523, 0.9910757383921547, 7.36649414914473]]","[42, 34, 52]",6601.271062,3901.147505,2366.900632,0,0,0,0,0,Mo1 Se1 Te1,-12.4874244,-11.32420891,0.661,6.769,1.1,6.536,2.015,7.618,yyy=-xxy=-yxx=-xyx
"['Mo', 'S', 'Se']",MoSSe,7329,MXY Janus,"[3.80124421, -2.19464937, -0.03817771]","[2.16, 2.58, 2.55]","[95.95, 32.06, 78.971]","[42, 16, 34]","[145.0, 100.0, 115.0]","[217.0, 180.0, 190.0]","[9.4, 15.5, 16.5]","[7.09243, 10.36001, 9.752392]","[0.748, 2.07710403, 2.02067]","[87.0, 19.4, 28.9]","[154.0, 105.0, 120.0]","[6, 6, 6]","[3.172215, 4.141452985000001, 3.865861]","[1, 1, 1]",4.568107059,-0.754826245,-0.038177711,-0.281026602,1.452982616,-1.00751791,0.445464706,1.452982616,1.550814623,1.541144137,4.849133661,-1.095489293,0.853434845,1.948924138,1.948924138,0.009277272,-0.805063246,9.152179952,156,69,-0.599841444,-0.599838234,0.485659695,0.485664273,0.293937326,0.292000994,1.231204049,7.086754824,7.084818492,1.624191323,-4.65E-15,6.792817498,6.792817498,0.392987274,5641.701307,5641.751784,119.5295265,28.20666356,0.017280812,28.15538654,119.5316654,0.01724186,4.34E-14,6.43E-15,91.35848102,-21.17824848,-21.17824849,-1.051475636,1.276452404,2.360519199,2.32792804,206.965,92,2.43,3,30.66666667,26,10.87300429,195.6666667,37,15.62761089,120,45,18.70828693,13.8,7.1,3.137939876,2.43,1.32910403,0.613676648,1.61525801,0.42,0.191311265,45.1,67.6,29.88053993,126.3333333,49,20.49932248,6,0,0,3.726509662,0.969237985,0.407774173,9.068277333,3.26758,1.418985417,0.52280571,27.204832,"[[3.250850214597298, -1.3405376030457149e-18, 0.0], [-1.6254251072986494, 2.8153188697393543, 0.0], [0.0, 0.0, 18.232485982860293]]","[[2.6950220022073194e-18, 4.375478696223037e-18, 9.204115267157087], [1.6254251072986485, 0.9384396232464514, 10.73248598286029], [1.6254251072986485, 0.9384396232464514, 7.5]]","[42, 16, 34]",3936.046682,2366.835714,387.2937175,0,0,0,0,0,Mo1 S1 Se1,-12.99339871,-12.32048958,0.801,4.459,1.597,4.966,1.941,6.03,yyy=-xxy=-yxx=-xyx
"['Mo', 'S', 'Te']",MoSTe,8378,MXY Janus,"[-1.67811901, 0.96886246, -0.06895004]","[2.16, 2.58, 2.1]","[95.95, 32.06, 127.6]","[42, 16, 52]","[145.0, 100.0, 140.0]","[217.0, 180.0, 206.0]","[9.4, 15.5, 20.5]","[7.09243, 10.36001, 9.00966]","[0.748, 2.07710403, 1.9708759999999999]","[87.0, 19.4, 38.0]","[154.0, 105.0, 138.0]","[6, 6, 6]","[3.172215, 4.141452985000001, 3.5193920000000003]","[1, 1, 1]",4.534617211,-1.307449717,-0.068950038,-0.107720253,0.203538759,-0.209489633,-0.005950873,0.366129781,0.421405976,0.266666734,4.642337464,-0.065266398,0.167776254,0.478343064,0.233042651,0.223049314,-0.387676138,9.54269794,156,69,-0.643547532,-0.642565329,0.259005697,0.569518473,15.22621458,15.00545817,1.73343195,46.76179368,46.54103728,2.167449793,-5.881674717,31.53557911,31.53557911,0.434017843,4761.745121,4764.519632,100.8528196,-2.037407307,-0.012053988,-2.433877564,100.970381,-0.01033301,0,0,101.9400861,-19.64809325,-19.64892296,,,,,255.605,110,2.28,3,36.66666667,36,15.17307557,201,37,15.51343504,128.3333333,45,20.13840996,15.13333333,11.1,4.538967088,2.28,1.32910403,0.603068784,1.59866001,0.48,0.213541565,48.13333333,67.6,28.5126093,132.3333333,49,20.401525,6,0,0,3.611019995,0.969237985,0.400959129,8.8207,3.26758,1.340658837,-0.259402197,26.4621,"[[3.319481653667707, -3.652803889765218e-19, 0.0], [-1.6597408268338536, 2.874755439472612, 0.0], [-3.7086696619768164e-17, 0.0, 19.5]]","[[-1.8782319308865404e-17, -4.7624378299622593e-17, 9.93128698874723], [1.6597408268338534, 0.9582518131575374, 11.399041307018786], [-6.905697876233981e-17, 1.9165036263150748, 7.920898623258607]]","[42, 16, 52]",10571.21748,-70.56768636,387.9418766,0,0,0,0,0,Mo1 S1 Te1,-12.69410471,-11.72850484,0.731,6.839,0.958,7.656,1.995,8.043,yyy=-xxy=-yxx=-xyx
"['Mo', 'S', 'Te']",MoSTe,9427,MXY Janus,"[4.63853202, -2.67805771, -0.07897748]","[2.16, 2.58, 2.1]","[95.95, 32.06, 127.6]","[42, 16, 52]","[145.0, 100.0, 140.0]","[217.0, 180.0, 206.0]","[9.4, 15.5, 20.5]","[7.09243, 10.36001, 9.00966]","[0.748, 2.07710403, 1.9708759999999999]","[87.0, 19.4, 38.0]","[154.0, 105.0, 138.0]","[6, 6, 6]","[3.172215, 4.141452985000001, 3.5193920000000003]","[1, 1, 1]",4.729225694,-1.45908142,-0.078977478,0.090872099,0.992452026,-0.405353913,0.587098112,1.273638717,1.393601489,1.015927476,4.638353595,-0.595332291,0.989894526,1.746315523,1.585226817,0.064535984,-0.546189468,9.794570494,156,69,-511.1037101,-3.234075843,0.660721907,0.661014316,1.424606864,1.401835091,1.506106102,9.752829318,9.730057545,1.928491621,-1.24E-14,8.328222453,8.328222453,0.422385518,4920.966403,4918.576641,104.940308,23.26208636,0.005466111,23.17079608,104.8384087,0.005631375,2.25E-14,3.21E-15,81.61538904,-20.12363325,-20.12363459,-0.669127919,1.318968161,2.054736,1.988096081,255.605,110,2.28,3,36.66666667,36,15.17307557,201,37,15.51343504,128.3333333,45,20.13840996,15.13333333,11.1,4.538967088,2.28,1.32910403,0.603068784,1.59866001,0.48,0.213541565,48.13333333,67.6,28.5126093,132.3333333,49,20.401525,6,0,0,3.611019995,0.969237985,0.400959129,8.8207,3.26758,1.340658837,0.62716561,26.4621,"[[3.363003987928596, -1.4466652615683054e-18, 0.0], [-1.6815019939642983, 2.9124468865745397, 0.0], [6.101084367680434e-19, 0.0, 18.232485982860293]]","[[2.3087470465957404e-18, 1.1605511436332653e-17, 9.287270335538333], [1.6815019939642974, 0.9708156288581798, 10.76142093115022], [1.6815019939642974, 0.9708156288581798, 7.387970001099131]]","[42, 16, 52]",6624.203609,3876.583863,387.8041968,0,0,0,0,0,Mo1 S1 Te1,-12.75384267,-11.82017549,0.731,6.839,0.958,7.656,1.995,8.043,yyy=-xxy=-yxx=-xyx
"['Mo', 'Te']",MoTe2,1967,TMDC-H,"[5.75973452, -3.32538427, -3.26661516e-14]","[2.16, 2.1]","[95.95, 127.6]","[42, 52]","[145.0, 140.0]","[217.0, 206.0]","[9.4, 20.5]","[7.09243, 9.00966]","[0.748, 1.9708759999999999]","[87.0, 38.0]","[154.0, 138.0]","[6, 6]","[3.172215, 3.5193920000000003]","[1, 2]",4.754314334,-5.42E-13,-3.27E-14,0.454686109,0.93183334,-0.011230561,0.920602779,0.93183334,1.076725164,1.076725164,4.299628225,-0.052641421,1.316962688,1.369604109,1.369604109,0,-0.300523359,10.89805694,187,78,-0.590311967,-0.589248349,0.469661597,0.471618272,1.025477851,1.028515346,0.005785677,10.49380849,10.49684598,0.472791523,2.59E-15,9.468330636,9.468330636,0.467005845,3934.85701,3933.478985,82.84200487,18.94946295,0.00551249,18.6907292,82.78399087,0.00772951,-6.56E-15,0,63.5154425,-18.51337753,-18.51337804,0.034546875,1.597175456,1.562628581,1.562628581,351.14,146,2.12,3,48.66666667,10,4.714045208,209.6666667,11,5.185449729,141.6666667,5,2.357022604,16.8,11.1,5.232590181,2.12,1.222876,0.576469275,1.563250667,0.06,0.028284271,54.33333333,49,23.09882152,143.3333333,16,7.542472333,6,0,0,3.403666333,0.347177,0.163660807,8.370583333,1.91723,0.903790889,0.811450083,25.11175,"[[3.547392311830623, 0.0, 0.0], [-1.7736961559153115, 3.0721318592349283, 0.0], [0.0, -0.0, 18.6102]]","[[0.0, 0.0, 9.3051], [1.7736961559153113, 1.0240439530783094, 11.110199999999999], [1.7736961559153113, 1.0240439530783094, 7.5]]","[42, 52, 52]",3909.099712,6678.360114,6480.27493,0,0,0,0,0,Mo1 Te2,-12.40055362,-11.01197444,0.893,9.178,0.919,9.562,1.947,7.918,yyy=-xxy=-yxx=-xyx
